ID,Brand,Name,ScreenSize,CPU,RAM,HardDisk,DefaultPrice,SalePrice,Link,Website
121,Apple,Macbook Pro  M1 Pro 16 10 CPU - 16 GPU 16GB 1TB 2021 | Chính hãng Apple Vi<U+1EC7>t Nam,16.2,Apple M1 Pro,16GB,SSD: 512GB,70990000,65000000,https://cellphones.com.vn/macbook-pro-16-inch-2021-1tb.html,CellphoneS
122,HP,Laptop HP 14-DQ2055WM 39K15UA - Nh<U+1EAD>p kh<U+1EA9>u chính hãng,14,Intel Core i3,4GB,SSD: 256GB,13990000,12490000,https://cellphones.com.vn/laptop-hp-14-dq2055wm-39k15ua.html,CellphoneS
123,Lenovo,Laptop Lenovo Gaming L340-15IRH 81LK01J3VN ,15.6,Intel Core i5,8GB,SSD: 512GB,19990000,17290000,https://cellphones.com.vn/laptop-lenovo-ideapad-l340-gaming-i5-ssd-512gb-vga-4gb.html,CellphoneS
124,Asus,Laptop Asus Expertbook B9400CEA KC0791,14,Intel Core i7,16GB,SSD: 1TB,36990000,32690000,https://cellphones.com.vn/laptop-asus-expertbook-b9400cea-kc0791.html,CellphoneS
125,HP,Laptop HP Gaming Victus 16-E0168AX 4R0U6PA ,16.1,Intel Core i5,8GB,SSD: 512GB,29990000,26490000,https://cellphones.com.vn/laptop-hp-gaming-victus-16-e0168ax-4r0u6pa.html,CellphoneS
126,Dell,Laptop Dell Gaming G5 5510,15.6,Intel Core i5,8GB,SSD: 512GB,26990000,23990000,https://cellphones.com.vn/laptop-dell-gaming-g5-5510-512gb.html,CellphoneS
127,Dell,Laptop Dell Inspiron 3511 P112F001BBL,15.6,Intel Core i5,4GB,SSD: 512GB,19990000,17490000,https://cellphones.com.vn/laptop-dell-inspiron-3511-p112f001bbl.html,CellphoneS
128,Asus,Laptop ASUS Gaming ROG Strix G512,15.6,Intel Core i5,8GB,SSD: 512GB,24490000,22090000,https://cellphones.com.vn/laptop-asus-gaming-rog-strix-g512.html,CellphoneS
129,Dell,Laptop Dell Inspirion 15 3000 L3511 7125BLK ,15.6,Intel Core i7,16GB,HDD: 1TB,23990000,21490000,https://cellphones.com.vn/laptop-dell-inspiron-15-3000-i3511-7125blk.html,CellphoneS
130,Asus,Laptop Asus Vivobook Pro M3500QC - L1327W,15.6,AMD Ryzen 7,16GB,SSD: 512GB,29990000,27690000,https://cellphones.com.vn/laptop-asus-vivobook-pro-m3500qc-l1327w.html,CellphoneS
131,Lenovo,Laptop Lenovo Yoga Slim 7 Pro 14ACH5 82K2008WVN,14,AMD Ryzen 7,16GB,SSD: 1TB,32990000,30490000,https://cellphones.com.vn/laptop-lenovo-yoga-slim-7-pro-14ach5-od-82nk003hvn.html,CellphoneS
132,Dell,Laptop Dell Vostro 15 3510 7T2YC1,15.6,Intel Core i5,8GB,SSD: 512GB,21290000,18990000,https://cellphones.com.vn/laptop-dell-vostro-15-3510-7t2yc1.html,CellphoneS
133,Gigabyte,Laptop Gigabyte G5 KC-5S11130SB,15.6,Intel Core i5,16GB,SSD: 512GB,29990000,26490000,https://cellphones.com.vn/laptop-gigabyte-g5-kc-5s11130sb.html,CellphoneS
134,Asus,Laptop ASUS TUF DASH Gaming F15 FX517ZC-HN079W,15.6,Intel Core i5,8GB,SSD: 512GB,27990000,27990000,https://cellphones.com.vn/laptop-asus-tuf-dash-gaming-f15-fx517zc-hn079w.html,CellphoneS
135,LG,Laptop LG Gram 2021 14ZD90P-G.AX56A5 14 inch,14,Intel Core i5,16GB,SSD: 512GB,37900000,33790000,https://cellphones.com.vn/laptop-lg-gram-2021-i5-free-os.html,CellphoneS
136,Asus,Laptop ASUS Gaming ROG Zephyrus G14 GA401QH-HZ035T ,14,AMD Ryzen 7,8GB,SSD: 512GB,28990000,27590000,https://cellphones.com.vn/laptop-asus-rog-zephyrus-g14-ga401qh-hz035t.html,CellphoneS
137,Asus,Laptop Asus VivoBook Flip 14 TM420UA-EC182W,14,AMD Ryzen 7,8GB,SSD: 512GB,20490000,19290000,https://cellphones.com.vn/laptop-asus-vivobook-flip-14-tm420ua-ec182w.html,CellphoneS
138,Lenovo,Laptop Lenovo Ideapad 3 15ALC6,15.6,AMD Ryzen 5,8GB,SSD: 256GB,19990000,15990000,https://cellphones.com.vn/laptop-lenovo-ideapad-3-15alc6-82ku003nus.html,CellphoneS
139,Asus,Laptop Asus Expertbook P2451FA-BV3113,14,Intel Core i5,8GB,SSD: 256GB,16590000,16590000,https://cellphones.com.vn/laptop-asus-expertbook-p2451fa-bv3113.html,CellphoneS
140,Acer,Laptop Acer Gaming Nitro 5 Eagle  AN515-57-71VV NH.QENSV.005,15.6,Intel Core i7,8GB,SSD: 512GB,28990000,26490000,https://cellphones.com.vn/laptop-gaming-acer-nitro-5-eagle-an515-57-71vv.html,CellphoneS
141,Dell,Laptop Dell Latitude 3520 70251594,15.6,Intel Core i5,8GB,SSD: 256GB,20990000,18990000,https://cellphones.com.vn/laptop-dell-latitude-3520-70251594.html,CellphoneS
142,Asus,Laptop ASUS Vivobook X515EA-BQ1006T,15.6,Intel Core i3,4GB,SSD: 512GB,13990000,13190000,https://cellphones.com.vn/laptop-asus-vivobook-x515ea-bq1006t.html,CellphoneS
143,Dell,Laptop Dell Inspiron 3501 5580BLK - Nh<U+1EAD>p kh<U+1EA9>u chính hãng,15.6,Intel Core i5,12GB,SSD: 256GB,19990000,18590000,https://cellphones.com.vn/laptop-dell-inspiron-3501-5580blk.html,CellphoneS
144,Acer,Laptop Acer Aspire 5 A514-54-540F NX.A28SV.005,14,Intel Core i5,8GB,SSD: 512GB,18490000,18090000,https://cellphones.com.vn/laptop-acer-aspire-5-a514-i5-ram-8gb-ssd-512gb-den-ban-phim.html,CellphoneS
145,Lenovo,Laptop Lenovo Legion S7 15ACH6 82K800DPVN,15.6,AMD Ryzen 7,16GB,SSD: 1TB,45990000,39990000,https://cellphones.com.vn/laptop-lenovo-legion-s7-15ach6-82k800dpvn.html,CellphoneS
146,HP,Laptop HP 15-DY2093DX 405F7UA,15.6,Intel Core i5,8GB,SSD: 256GB,18990000,16790000,https://cellphones.com.vn/laptop-hp-15-dy2093dx-405f7ua.html,CellphoneS
147,Asus,Laptop ASUS TUF Gaming FA506IU-AL127T ,15.6,AMD Ryzen 7,8GB,SSD: 512GB,26990000,25990000,https://cellphones.com.vn/laptop-asus-tuf-gaming-a15-ryzen-7.html,CellphoneS
148,HP,Laptop HP 14S-FQ1080AU 4K0Z7PA,14,AMD Ryzen 3,4GB,SSD: 256GB,12490000,11790000,https://cellphones.com.vn/laptop-hp-14s-fq1080au-4k0z7pa.html,CellphoneS
149,Asus,Laptop Asus Tuf Gaming FA707RC HX130X,17.3,AMD Ryzen 7,8GB,SSD: 512GB,29490000,27290000,https://cellphones.com.vn/laptop-asus-tuf-gaming-fa707rc-hx130w.html,CellphoneS
150,Lenovo,Laptop Lenovo Ideapad 3,15.6,Intel Core i3,4GB,SSD: 128GB,16990000,11990000,https://cellphones.com.vn/laptop-lenovo-ideapad-3-81x80055us.html,CellphoneS
151,Asus,Laptop ASUS ZenBook Flip UX363EA,13.3,Intel Core i7,16GB,SSD: 512GB,33990000,29790000,https://cellphones.com.vn/laptop-asus-zenbook-flip-ux363ea-hp740w.html,CellphoneS
152,Asus,Laptop Asus Zenbook UX325EA KG658W,13.3,Intel Core i7,16GB,SSD: 512GB,30990000,27690000,https://cellphones.com.vn/laptop-asus-zenbook-ux325ea-kg658w.html,CellphoneS
153,Asus,Laptop ASUS Vivobook R565EA-UH31T Nh<U+1EAD>p Kh<U+1EA9>u Chính Hãng,15.6,Intel Core i3,4GB,SSD: 128GB,14990000,11690000,https://cellphones.com.vn/laptop-asus-vivobook-r565ea-uh31t.html,CellphoneS
154,Asus,Laptop ASUS VivoBook X415EA-EK675W,14,Intel Core i3,4GB,SSD: 256GB,13490000,11990000,https://cellphones.com.vn/laptop-asus-vivobook-x415ea-ek675w.html,CellphoneS
155,LG,Laptop LG Gram 2021 16Z90P-G.AH75A5 16 inch,16,Intel Core i7,16GB,SSD: 512GB,50900000,42790000,https://cellphones.com.vn/laptop-lg-gram-16-2021.html,CellphoneS
156,Acer,Laptop Acer Nitro 5 AN515-55-5923 (NH.Q7NSV.004),15.6,Intel Core i5,8GB,SSD: 512GB,23990000,19590000,https://cellphones.com.vn/laptop-gaming-acer-nitro-5-an515.html,CellphoneS
157,Lenovo,Laptop Lenovo Ideapad 3 14ITL6,14,Intel Core i3,8GB,SSD: 512GB,14890000,12790000,https://cellphones.com.vn/laptop-lenovo-ideapad-3-14itl6-i3.html,CellphoneS
158,HP,Laptop HP Zbook Firefly 14 G8 1A2F1AV,14,Intel Core i5,8GB,SSD: 512GB,34900000,30490000,https://cellphones.com.vn/laptop-hp-zbook-firefly-14-g8-1a2f1av.html,CellphoneS
159,Dell,Laptop Dell Gaming G15 Ryzen Edition 5515 70266674,15.6,AMD Ryzen 7,8GB,SSD: 512GB,30990000,27490000,https://cellphones.com.vn/laptop-dell-gaming-g15-ryzen-edition-5515-70266674.html,CellphoneS
160,Lenovo,Laptop Lenovo gaming Legion 5 15ITH6H 82JH002VVN ,15.6,Intel Core i7,16GB,SSD: 512GB,41990000,41990000,https://cellphones.com.vn/laptop-lenovo-gaming-legion-5-15ith6h-82jh002vvn.html,CellphoneS
161,Lenovo,Laptop Lenovo ideapad 5 Pro 16ACH 82l500levn,16,AMD Ryzen 7,16GB,SSD: 512GB,29990000,27990000,https://cellphones.com.vn/laptop-lenovo-ideapad-5-pro-16ach6-82l500levn.html,CellphoneS
162,Microsoft,Surface Pro 8 Core i7 / 16GB / 256GB Nh<U+1EAD>p Kh<U+1EA9>u Chính Hãng ,13,Intel Core i5,16GB,SSD: 256GB,55990000,43990000,https://cellphones.com.vn/surface-laptop-pro-8-core-i7-ram-8gb-ssd-256gb.html,CellphoneS
163,Asus,Laptop Asus VivoBook M7600QC-L2077W,16,AMD Ryzen 5,16GB,SSD: 512GB,32990000,30990000,https://cellphones.com.vn/laptop-asus-vivobook-pro-m7600qc-l2077w.html,CellphoneS
164,HP,Laptop HP 15-HP 15 T-DW300 1A3Y3AV,15.6,Intel Core i5,8GB,SSD: 256GB,19990000,14990000,https://cellphones.com.vn/laptop-hp-15-hp-15-t-dw300-1a3y3av.html,CellphoneS
165,MSI,Laptop MSI Gaming GS66 Stealth 10UE-200VN,15.6,Intel Core i7,16GB,SSD: 2TB,58990000,52490000,https://cellphones.com.vn/laptop-msi-gaming-gs66-stealth-10ue-200vn.html,CellphoneS
166,Asus,Laptop Asus Tuf Gaming FX706HCB-HX105W,17.3,Intel Core i5,8GB,SSD: 512GB,26490000,23590000,https://cellphones.com.vn/laptop-asus-tuf-gaming-f17-fx706hcb-hx105w.html,CellphoneS
167,MSI,Laptop MSI Gaming Bravo 15 B5DD-275VN,15.6,AMD Ryzen 7,8GB,SSD: 512GB,25490000,19990000,https://cellphones.com.vn/laptop-msi-gaming-bravo-15-b5dd-275vn.html,CellphoneS
168,Asus,Laptop ASUS VivoBook R564JA-UH31T Nh<U+1EAD>p Kh<U+1EA9>u Chính Hãng,15.6,Intel Core i3,4GB,SSD: 128GB,13990000,11390000,https://cellphones.com.vn/laptop-asus-vivobook-r564ja-uh31t.html,CellphoneS
169,Dell,Laptop Dell Vostro 55410 V4I5214W,14,Intel Core i5,8GB,SSD: 512GB,23690000,21690000,https://cellphones.com.vn/laptop-dell-vostro-55410-v4i5214w.html,CellphoneS
170,Lenovo,Lenovo ideapad 3 15ITL 82H801QUS,15.6,Intel Core i5,12GB,SSD: 256GB,19990000,15990000,https://cellphones.com.vn/laptop-lenovo-ideapad-3-15itl7-82h801dqus.html,CellphoneS
171,Lenovo,Laptop Lenovo Yoga 6 13ALC6,13.3,AMD Ryzen 7,8GB,SSD: 512GB,23490000,22890000,https://cellphones.com.vn/laptop-lenovo-yoga-6-13alc6-82nd0033vn.html,CellphoneS
172,Asus,Laptop ASUS VivoBook X515EA-BQ2351W,15.6,Intel Core i3,4GB,SSD: 512GB,13990000,12390000,https://cellphones.com.vn/laptop-asus-vivobook-x515ea-bq2351w.html,CellphoneS
173,MSI,Laptop MSI Modern 14 B10MW,14,Intel Core i7,8GB,SSD: 512GB,19990000,19790000,https://cellphones.com.vn/laptop-msi-modern-14-b10mw-647vn.html,CellphoneS
174,MSI,Laptop MSI Creator Z16 A11UET-217VN,16,Intel Core i7,32GB,SSD: 1TB,61990000,49990000,https://cellphones.com.vn/laptop-msi-creator-z16-a11uet-217vn.html,CellphoneS
175,HP,Laptop HP Envy x360 Convertible 13 AY1056 601Q8PA,13.3,AMD Ryzen 7,8GB,SSD: 256GB,30290000,27990000,https://cellphones.com.vn/laptop-hp-envy-x360-convertible-13-ay1056au-601q8pa.html,CellphoneS
176,Asus,Laptop Asus Vivobook Pro M3401QA KM025T,14,AMD Ryzen 7,8GB,SSD: 512GB,22990000,20290000,https://cellphones.com.vn/laptop-asus-vivobook-pro-m3401qa-km025t.html,CellphoneS
177,Asus,Laptop ASUS ROG Zephyrus M16 GU603HR-K8036T,16,Intel Core i9,32GB,SSD: 2TB,71990000,68990000,https://cellphones.com.vn/laptop-asus-rog-zephyrus-m16-gu603hr-k8036t.html,CellphoneS
178,HP,Laptop HP Pavilion X360 14-DY0168TU 4Y1D3PA ,14,Intel Core i7,8GB,SSD: 512GB,23990000,22490000,https://cellphones.com.vn/laptop-hp-pavilion-x360-14-dy0168tu-4y1d3pa.html,CellphoneS
179,Asus,Laptop ASUS Zenbook Duo 14 UX482EG,14,Intel Core i5,8GB,SSD: 512GB,33990000,32990000,https://cellphones.com.vn/laptop-asus-zenbook-duo-14-ux482eg.html,CellphoneS
180,Asus,Laptop ASUS TUF DASH F15 FX516PC-HN002T,15.6,Intel Core i5,8GB,SSD: 512GB,25990000,23490000,https://cellphones.com.vn/laptop-asus-tuf-gaming-dash-f15-fx516pc-hn002t.html,CellphoneS
181,Dell,Laptop Dell Vostro 3400 V4I7015W,14,Intel Core i7,8GB,SSD: 512GB,26990000,23990000,https://cellphones.com.vn/laptop-dell-vostro-3400-v4i7015w.html,CellphoneS
182,HP,Laptop HP Evy 13 BA1047 290F5UA Nh<U+1EAD>p Kh<U+1EA9>u chính hãng,13.3,Intel Core i5,8GB,SSD: 256GB,22990000,18990000,https://cellphones.com.vn/laptop-hp-envy-13-ba1047-290f5ua.html,CellphoneS
183,MSI,Laptop MSI Gaming GF63 Thin 11UD 473,15.6,Intel Core i5,8GB,SSD: 512GB,27490000,21990000,https://cellphones.com.vn/laptop-msi-gaming-gf63-thin-11ud-473vn.html,CellphoneS
184,HP,Laptop HP Envy X360 13M-BD0033DX,13.3,Intel Core i7,8GB,SSD: 512GB,27990000,25290000,https://cellphones.com.vn/laptop-hp-envy-x360-13m-bd0033dx.html,CellphoneS
185,Asus,Laptop ASUS D415DA-EK852T,14,AMD Ryzen 3,4GB,SSD: 512GB,12790000,11290000,https://cellphones.com.vn/laptop-asus-d415da-ek852t.html,CellphoneS
186,Asus,Laptop ASUS ExpertBook B1500CEAE-BQ2033T,15.6,Intel Core i5,8GB,SSD: 512GB,20390000,17790000,https://cellphones.com.vn/laptop-asus-expertbook-b1500ceae-bq2033t.html,CellphoneS
187,Dell,Laptop Dell Vostro 3500 V5I3001W,15.6,Intel Core i3,8GB,SSD: 256GB,15590000,14490000,https://cellphones.com.vn/laptop-dell-vostro-3500-v5i3001w.html,CellphoneS
188,Dell,Laptop Dell Inspiron I3511 HGPJ4,15.6,Intel Core i5,8GB,SSD: 256GB,19990000,16990000,https://cellphones.com.vn/laptop-dell-inspiron-i3511-hgpj4.html,CellphoneS
189,Apple,Apple MacBook Air 13 256GB 2020 I I Chính hãng Apple Vi<U+1EC7>t Nam ,13.3,Intel Core i3,8GB,SSD: 256GB,28990000,23020000,https://cellphones.com.vn/apple-macbook-air-13-2020-256-gb.html,CellphoneS
190,HP,Laptop HP DQ2031TG,14,Intel Core i3,4GB,SSD: 128GB,13990000,11190000,https://cellphones.com.vn/laptop-hp-14-dq2031tg.html,CellphoneS
191,HP,Laptop HP 240 G8 518V7PA,14,Intel Core i5,8GB,SSD: 512GB,18990000,16990000,https://cellphones.com.vn/laptop-hp-240-g8-518v7pa.html,CellphoneS
192,Asus,Laptop ASUS ZenBook Flip UX363EA ,13.3,Intel Core i3,8GB,SSD: 512GB,27990000,23990000,https://cellphones.com.vn/laptop-asus-zenbook-flip-13-ux363ea.html,CellphoneS
193,Dell,Laptop Dell Vostro 3405 V4R53500U003W,14,AMD Ryzen 5,8GB,SSD: 512GB,18490000,16590000,https://cellphones.com.vn/laptop-dell-vostro-3405-ryzen-5.html,CellphoneS
194,Acer,Laptop Acer Gaming Aspire 7 A715-42G-R6ZR NH.QAYSV.003,15.6,AMD Ryzen 5,8GB,SSD: 512GB,22490000,21190000,https://cellphones.com.vn/laptop-acer-aspire-7-a715-42g-r6zr.html,CellphoneS
195,MSI,Laptop MSI Gaming BRAVO 15 A4DCR-270VN,15.6,AMD Ryzen 5,8GB,SSD: 256GB,19490000,18790000,https://cellphones.com.vn/laptop-msi-gaming-bravo-15-a4dcr.html,CellphoneS
196,Microsoft,Surface Pro 7 Core i7 / 16GB / 256GB Nh<U+1EAD>p kh<U+1EA9>u Chính Hãng,12.3,Intel Core i7,16GB,SSD: 256GB,45990000,31290000,https://cellphones.com.vn/surface-laptop-pro-7-core-i7-ram-16gb-ssd-256gb-12-3inch.html,CellphoneS
197,Apple,iMac 24 2021 M1 8GPU 16GB 256GB I Chính hãng Apple Vi<U+1EC7>t Nam,24,Apple M1,16GB,SSD: 256GB,45990000,42000000,https://cellphones.com.vn/imac-2021-8gpu-16gb.html,CellphoneS
198,Asus,Laptop Asus Zenbook UX325EA KG656W,13.3,Intel Core i5,8GB,SSD: 512GB,24790000,21790000,https://cellphones.com.vn/laptop-asus-zenbook-ux325ea-kg656w.html,CellphoneS
199,Lenovo,Laptop Lenevo Ideapad 3 14ITL6,14,Intel Core i5,8GB,SSD: 512GB,17690000,15990000,https://cellphones.com.vn/laptop-lenovo-ideapad-3-14itl6.html,CellphoneS
200,Microsoft,Surface Laptop Go Core i5 / 8GB / 256 GB / 12.4 inch Nh<U+1EAD>p Kh<U+1EA9>u Chính Hãng,12.4,Intel Core i5,8GB,SSD: 256GB,25990000,21190000,https://cellphones.com.vn/surface-laptop-go-256gb.html,CellphoneS
201,Lenovo,Laptop Lenovo Yoga 6 13ARE05 82FN0014VN,13.3,AMD Ryzen 5,8GB,SSD: 512GB,20000000,19490000,https://cellphones.com.vn/laptop-lenovo-yoga-6-13are05.html,CellphoneS
202,HP,Laptop HP 14 DQ2043CL Nh<U+1EAD>p Kh<U+1EA9>u Chính Hãng,14,Intel Core i3,8GB,SSD: 256GB,14990000,13490000,https://cellphones.com.vn/laptop-hp-14-dq2043cl.html,CellphoneS
203,Asus,Laptop ASUS VivoBook Flip TM420IA-EC031T,14,AMD Ryzen 5,8GB,SSD: 512GB,17690000,17190000,https://cellphones.com.vn/laptop-asus-vivobook-flip-14-tm420ia.html,CellphoneS
204,Acer,Laptop Acer Swift 5 SF514-55T-51NZ NX.HX9SV.002,14,Intel Core i5,8GB,SSD: 512GB,26990000,22990000,https://cellphones.com.vn/laptop-acer-swift-5-sf514-55t-51nz.html,CellphoneS
205,Apple,Macbook Pro 16 inch 2021 10 CPU - 16 GPU 32GB 512GB 2021 | Chính hãng Apple Vi<U+1EC7>t Nam,16.2,Apple M1 Pro,32GB,SSD: 512GB,75990000,73000000,https://cellphones.com.vn/macbook-pro-16-inch-2021-32gb.html,CellphoneS
206,Lenovo,Laptop Lenovo Yoga Slim 7 Carbon 14ACN6 82L005AVN,14,AMD Ryzen 7,16GB,SSD: 1TB,35990000,32890000,https://cellphones.com.vn/laptop-lenovo-yoga-slim-7-carbon-14acn6-82l0005avn.html,CellphoneS
207,MSI,Laptop MSI Prestige 14 A11SCX-282VN,14,Intel Core i7,8GB,SSD: 512GB,32990000,29990000,https://cellphones.com.vn/laptop-msi-prestige-15-a11scx-282vn.html,CellphoneS
208,HP,Laptop HP 15 DY2089MS ,15.6,Intel Core i7,12GB,SSD: 256GB,23990000,19990000,https://cellphones.com.vn/laptop-hp-15-dy2089ms.html,CellphoneS
209,Lenovo,Laptop Lenovo Yoga Duet 7 13IML05 ,13,Intel Core i7,8GB,SSD: 512GB,29990000,28990000,https://cellphones.com.vn/laptop-lenovo-yoga-duet-7-13iml05-i7.html,CellphoneS
210,Lenovo,Laptop Lenovo Legion 5 15ACH6H 82JU00YWVN ,15.6,AMD Ryzen 5,8GB,SSD: 512GB,34990000,29990000,https://cellphones.com.vn/laptop-lenovo-legion-5-15ach6h-82ju00ywvn.html,CellphoneS
211,MSI,Laptop MSI Modern 14 B11MOU 1033VN,14,Intel Core i7,8GB,SSD: 512GB,21990000,19790000,https://cellphones.com.vn/laptop-msi-modern-14-b11mou-1033vn.html,CellphoneS
212,Dell,Laptop Dell Inspiron 15 5510 0WT8R1,15.6,Intel Core i5,8GB,SSD: 256GB,22990000,20590000,https://cellphones.com.vn/laptop-dell-insprion-15-5510-0wt8r1.html,CellphoneS
213,Lenovo,Laptop Lenovo Gaming Legion 5 15ARH05 82B500GTVN,15.6,AMD Ryzen 5,8GB,SSD: 512GB,27490000,24590000,https://cellphones.com.vn/laptop-lenovo-gaming-legion-5-ryzen-7-144hz.html,CellphoneS
214,Asus,Laptop ASUS TUF Gaming FX505DT-HN478T,15.6,AMD Ryzen 7,8GB,SSD: 512GB,19290000,17790000,https://cellphones.com.vn/laptop-asus-tuf-gaming-fx505dt-ryzen-7.html,CellphoneS
215,Asus,Laptop ASUS Gaming ROG Strix G15 G513RM-HQ055W,15.6,AMD Ryzen 7,16GB,SSD: 512GB,44990000,41990000,https://cellphones.com.vn/laptop-asus-gaming-rog-strix-g15-g513rm-hq055w.html,CellphoneS
216,Asus,Laptop Asus ROG Strix Scar 15 G533ZW-LN133W,15.6,Intel Core i9,16GB,SSD: 1TB,69990000,65990000,https://cellphones.com.vn/laptop-asus-gaming-rog-strix-scar-15-g533zw-ln133w.html,CellphoneS
217,Asus,Laptop ASUS VivoBook M513UA-L1240T,15.6,AMD Ryzen 7,8GB,SSD: 512GB,20790000,19990000,https://cellphones.com.vn/laptop-asus-vivobook-m513ua-l1240t.html,CellphoneS
218,Acer,Laptop Acer Aspire 3 A315-57G-31YD NX.HZRSV.008,15.6,Intel Core i3,4GB,SSD: 256GB,13490000,12490000,https://cellphones.com.vn/laptop-acer-aspire-3-a315-57g-31yd.html,CellphoneS
219,Apple,Apple iMac 24 2021 M1 7GPU 16GB 256GB Chính Hãng,24,Apple M1,16GB,SSD: 256GB,40990000,38000000,https://cellphones.com.vn/imac-2021-16gb.html,CellphoneS
220,MSI,Laptop MSI Gaming Pulse GL66 11UDK-255VN,15.6,Intel Core i7,16GB,SSD: 512GB,33990000,30990000,https://cellphones.com.vn/laptop-msi-pulse-gl66-11udk-255vn.html,CellphoneS
221,Asus,Laptop ASUS VivoBook Flip 14 TP470EA-EC029T,14,Intel Core i5,8GB,SSD: 512GB,20490000,18590000,https://cellphones.com.vn/laptop-asus-vivobook-flip-14-tp470ea.html,CellphoneS
222,Lenovo,Laptop Lenovo Thinkpad P14S G2 T 20VX008GVN,14,Intel Core i5,8GB,SSD: 512GB,37900000,33990000,https://cellphones.com.vn/laptop-lenovo-thinkpad-p14s-g2-t-20vx008gvn.html,CellphoneS
223,MSI,Laptop MSI Gaming GF63 Thin 11UD - 628VN,15.6,Intel Core i7,8GB,SSD: 512GB,27990000,24690000,https://cellphones.com.vn/laptop-msi-gaming-gf63-thin-11ud-628vn.html,CellphoneS
224,Asus,Laptop Asus Expertbook B1400CEAE-EB3182W,14,Intel Core i5,8GB,SSD: 512GB,19990000,17990000,https://cellphones.com.vn/laptop-asus-expertbook-b1400ceae-eb3182w.html,CellphoneS
225,MSI,Laptop MSI Gaming GL75 Leopard 10SCSK 056VN,17.3,Intel Core i5,8GB,SSD: 512GB,24490000,20990000,https://cellphones.com.vn/laptop-msi-gaming-gl75-leopard-10scsk-056vn.html,CellphoneS
226,Dell,Laptop Dell Vostro 5415 V4R55500U015W,14,AMD Ryzen 5,8GB,SSD: 512GB,21990000,20190000,https://cellphones.com.vn/laptop-dell-vostro-5415-v4r55500u015w.html,CellphoneS
227,Asus,Laptop ASUS ROG Strix G15 G513IC-HN002T ,15.6,AMD Ryzen 7,8GB,SSD: 512GB,27490000,25990000,https://cellphones.com.vn/laptop-asus-rog-strix-g15-g513ic-hn002t.html,CellphoneS
228,Asus,Laptop ASUS VivoBook M513UA-L1221T,15.6,AMD Ryzen 5,8GB,SSD: 512GB,18790000,18090000,https://cellphones.com.vn/laptop-asus-vivobook-m513ua-l1221t.html,CellphoneS
229,Asus,Laptop Asus S533EQ - BQ429W ,15.6,Intel Core i7,16GB,SSD: 512GB,25990000,23990000,https://cellphones.com.vn/laptop-asus-s533eq-bq429w.html,CellphoneS
230,Apple,iMac 24 2021 M1 8GPU 16GB 512GB I Chính hãng Apple Vi<U+1EC7>t Nam,24,Apple M1,16GB,SSD: 512GB,50990000,47500000,https://cellphones.com.vn/imac-2021-8gpu-16gb-512gb.html,CellphoneS
231,MSI,Laptop MSI Creator Z16 A11UET-218VN,16,Intel Core i9,32GB,SSD: 1TB,66990000,63490000,https://cellphones.com.vn/laptop-msi-creator-z16-a11uet-218vn.html,CellphoneS
232,Dell,Laptop Dell inspirion 3000 I3501 3692BLK ,15.6,Intel Core i3,8GB,SSD: 256GB,15990000,13990000,https://cellphones.com.vn/laptop-dell-inspiron-3000-i3501-3692blk.html,CellphoneS
233,Acer,Laptop Gaming Acer Nitro 5 AN515-45-R0B6 NH.QBCSV.001,15.6,AMD Ryzen 7,8GB,SSD: 512GB,32990000,30290000,https://cellphones.com.vn/laptop-gaming-acer-nitro-5-an515-45-ryzen-7-vga-rtx-3060.html,CellphoneS
234,LG,Laptop LG Gram 2021 16ZD90P-G.AX54A5 16 inch,16,Intel Core i5,8GB,SSD: 512GB,39900000,34790000,https://cellphones.com.vn/laptop-lg-gram-16-2021-i5-ram-8gb-free-os.html,CellphoneS
235,Asus,Laptop Asus ExpertBook B5302FEA LF0749W,13.3,Intel Core i5,8GB,SSD: 512GB,26990000,23490000,https://cellphones.com.vn/laptop-asus-expertbook-b5302fea-lf0749w.html,CellphoneS
236,HP,Laptop HP 245 G8 53Y18PA,14,AMD Ryzen 3,4GB,SSD: 256GB,11990000,11490000,https://cellphones.com.vn/laptop-hp-245-g8-53y18pa.html,CellphoneS
237,Asus,Laptop ASUS Gaming ROG Zephyrus G15 GA503QC-HN074T,15.6,AMD Ryzen 9,16GB,SSD: 512GB,33990000,32590000,https://cellphones.com.vn/laptop-asus-gaming-rog-zephyrus-g15-ga503qc-hn074t.html,CellphoneS
238,Dell,Laptop Dell Vostro 3500 P112F002ABL,15.6,Intel Core i5,8GB,SSD: 512GB,22990000,20990000,https://cellphones.com.vn/laptop-dell-vostro-3500-p112f002abl.html,CellphoneS
239,Dell,Laptop Dell Inspiron 14 i5410 5149SLV Nh<U+1EAD>p kh<U+1EA9>u chính hãng,14,Intel Core i5,8GB,SSD: 512GB,22990000,19990000,https://cellphones.com.vn/laptop-dell-inspiron-14-i5410-5149slv.html,CellphoneS
240,Apple,Macbook Pro 14 inch 2021 M1 Pro 10 CPU - 16 GPU 32GB 1TB s<U+1EA1>c 96W | Chính hãng Apple Vi<U+1EC7>t Nam,16.2,Apple M1 Pro,32GB,SSD: 1TB,76990000,74000000,https://cellphones.com.vn/macbook-pro-14-inch-2021-10cpu-16gpu-32gb-1tb-96w.html,CellphoneS
